serial no,title,link,author
11_03_2024_20,Make it a monetisation Nation,https://drive.google.com/file/d/1bB_orFIe8c_OmZu5Y3trsmLRNZUDEyJr/view?usp=drivesdk,"[""Rajiv Kumar"", ""Jay Dev Dubey""]"
11_03_2024_21,A Vinner takes-it-all agreement,https://drive.google.com/file/d/1-Q-pfvC6Vs4j2dLAsdoQdBSA42C8lyCu/view?usp=drivesdk,"[""Jan Christian Vestre""]"
11_03_2024_22,How to pull out of the trap,https://drive.google.com/file/d/1FkeqQxMnwc6p0liUS_SNpLF2a2oLXELN/view?usp=drivesdk,"[""Poonam Gupta""]"
11_03_2024_23,Morphine mantra: help millions in pain,https://drive.google.com/file/d/1DfTJGN-WtNz6lh2zdeFhwrBsXprMueCw/view?usp=drivesdk,"[""Rema Nagarajan""]"
11_03_2024_24,Tale of not-so-great Britain,https://drive.google.com/file/d/1UEMg1kArhATb7h5DUZ_mlzPBPtYuVi1m/view?usp=drivesdk,"[""Rashmee Roshan Lall""]"
11_03_2024_25,Right to dissent,https://drive.google.com/file/d/10kF0lkbcxW92QHsK4VS_agEEOnqAgyW5/view?usp=drivesdk,"[""R S Agrawal""]"
11_03_2024_26,Getting the youth to engage with elections,https://drive.google.com/file/d/1nsW7kK0H5AQ70YSF8N9an_tH7UpwhXjA/view?usp=drivesdk,"[""Akshay Rout""]"
11_03_2024_27,Making sense of Aaron Bushnell's immolation,https://drive.google.com/file/d/1Cl4SPHWvr8uEJLqYHKn83_XyAFrLMw7X/view?usp=drivesdk,"[""Sundar Sarukkai""]"
11_03_2024_28,High standards for people in high office,https://drive.google.com/file/d/1rM2_m3bjhewWGIc2IVnP4zstmLCdYrV9/view?usp=drivesdk,"[""Shashi Shekhar""]"
11_03_2024_29,Nature of war vs character of war,https://drive.google.com/file/d/1kjDNvaxoy2XznWfzRgU-9oF5JlZcodp6/view?usp=drivesdk,"[""D S Hooda""]"
11_03_2024_30,Civilisational crisis and the death of moral responsibility,https://drive.google.com/file/d/1M0w0MIm0ocVdHkpX3sAx5xtpnGv8NzqW/view?usp=drivesdk,"[""Shelley Walia""]"
11_03_2024_31,India must act fast on free trade agreements,https://drive.google.com/file/d/16xgMC0-9IImk7LGDyGo9tVElrAUBbmT0/view?usp=drivesdk,"[""K P Nayar""]"
11_03_2024_32,The commonwealth family,https://drive.google.com/file/d/1VJHQa1vsb5dV_2Thz2ne9FAqMFQ6-Db1/view?usp=drivesdk,"[""David Cameron""]"
11_03_2024_33,Standing up for the voter,https://drive.google.com/file/d/1yCaAkxeptA9sHwkBaCNDkhUyBFe2Hk7P/view?usp=drivesdk,"[""Upendra Baxi""]"
11_03_2024_34,When attention is affection,https://drive.google.com/file/d/18Y6KersBFHLJFVF9MKic0eJNOaKhMMmT/view?usp=drivesdk,"[""Sumana Roy""]"
11_03_2024_35,The numbers don't add up,https://drive.google.com/file/d/1tqPaLm5RWHfNQcEaqdqmiKeuODJSZnEY/view?usp=drivesdk,"[""Ishan Bakshi""]"
11_03_2024_36,A dialogue among healers,https://drive.google.com/file/d/1D_lafjJ_ZJH1F65QNGufPXtyUOuZFeUo/view?usp=drivesdk,"[""Anand Krishnan""]"
11_03_2024_37,`Is it not election rigging if you are finishing off the Opposition by using the ED?',https://drive.google.com/file/d/1kv9L0tEjtZCj0f-ORNs4URS0pu1A8UnC/view?usp=drivesdk,"[""Atishi"", ""Mallica Joshi"", ""Jatin Anand""]"
11_03_2024_38,"India's indigenous fifth-gen fighter jet AMCA: features, why it is important",https://drive.google.com/file/d/1jQst-h6HA-18g2g2A2mElft2ov29h_bR/view?usp=drivesdk,"[""Amrita Nayak Dutta""]"
11_03_2024_39,Harnessing the value of dung,https://drive.google.com/file/d/11HulTeGwHQ4ut42uol08a74pDhi1LyIh/view?usp=drivesdk,"[""Harish Damodaran""]"
11_03_2024_40,"What is Pi, the `kind' chatbot that recently got an upgrade",https://drive.google.com/file/d/11Y3ggWBVDX0wK0TgkNWaOk06aA0gJ_3i/view?usp=drivesdk,"[""Bijin Jose""]"
11_03_2024_41,Why safari parks may be a double-edged sword for big cats,https://drive.google.com/file/d/1uNrEnUYj0meMWu2Ti_cvNVaN65wKp-pO/view?usp=drivesdk,"[""Jay Mazoomdaar""]"
11_03_2024_42,Countries that provided most aid to Ukraine,https://drive.google.com/file/d/1Vzbh_--HLETrdrp6Urw_pkG9Z9BZEAJu/view?usp=drivesdk,"[""Anonymous""]"
11_03_2024_43,Facebook's 20th anniversary: Not yet time to `blow out the candles' and clap,https://drive.google.com/file/d/14g1XPB4-01G37gG7KDoMULpvmetzlSJ6/view?usp=drivesdk,"[""Peter Dash""]"
11_03_2024_44,Live-in: a matter of choice or convenience?,https://drive.google.com/file/d/11gvk3eIoOx-zUaTIfQlKaACwbhqs68Pk/view?usp=drivesdk,"[""Bhavani Sundaram""]"
11_03_2024_45,The story of Indian Prime Ministers,https://drive.google.com/file/d/1vwS42k0jbu_QSxlUy0JsTXZ5tL_8ka0Z/view?usp=drivesdk,"[""Anonymous""]"
11_03_2024_46,Poverty and children,https://drive.google.com/file/d/1J0Q6F6ug3v5i4JdvPwOM8-mvfwh41ejp/view?usp=drivesdk,"[""Pachu Menon""]"
11_03_2024_47,Women in spotlight,https://drive.google.com/file/d/1TaFA-Ly3n-EqhaPAtYPlbWYotzA8UGd4/view?usp=drivesdk,"[""Shantanu Mukharji""]"
11_03_2024_48,Indian-Canadian Bhai-Bhai,https://drive.google.com/file/d/12GEtxza5EVbkVmhprYWeudYkVagzZLqt/view?usp=drivesdk,"[""Rajeev Narayan""]"
11_03_2024_49,India can teach IMF Marxist economics,https://drive.google.com/file/d/1uhuxJLlWO71EB1g8EKBAJ33nJ1FID27P/view?usp=drivesdk,"[""T C A Srinivasa Raghavan""]"
11_03_2024_50,"France's exceptional women, their imprint on diplomacy",https://drive.google.com/file/d/1cTCihpd8a1SPRnNNUddLOiIe3zkjDbTK/view?usp=drivesdk,"[""Thierry Mathou""]"
11_03_2024_51,"Electoral bonds, the State Bank and the art of evasion",https://drive.google.com/file/d/1KFYf_Qw9DL-mC0Yu81yOowovErh4u809/view?usp=drivesdk,"[""Anjali Bhardwaj"", ""Amrita Johri""]"
11_03_2024_52,A possible solution for Bengaluru's water crisis,https://drive.google.com/file/d/1gcZAzeZjeXV_6vVy9tbYCVe0qDjVvoq_/view?usp=drivesdk,"[""Rashmi Kulranjan"", ""Shashank Palur""]"
11_03_2024_53,We need limits on election campaign spending,https://drive.google.com/file/d/1L-k7GEdVbg5zY0kg42YmqrxzNKTZNdt3/view?usp=drivesdk,"[""Rangarajan R""]"
11_03_2024_54,Why did the EU impose a Euro 1.8 billion fine on Apple?,https://drive.google.com/file/d/1YrFltRomM3C5APgj5xmqvU_Z77yNuo07/view?usp=drivesdk,"[""Nabeel Ahmed""]"
11_03_2024_55,Introducing a new toll collection system,https://drive.google.com/file/d/1TmPwuaayiimyDLSO71Zzz3rikcFZA400/view?usp=drivesdk,"[""Jagriti Chandra""]"
11_03_2024_56,What are the factors pushing Bitcoin to a new all-time high?,https://drive.google.com/file/d/1YZj3z-Hyjf851twbZULbaYekTTK8wSSV/view?usp=drivesdk,"[""Sahana Venugopal""]"
11_03_2024_57,Sebi and RBI take away the punch bowl,https://drive.google.com/file/d/1Ov4ydrKXcsSuMAtaz0GcwOxQ9k1vjaf4/view?usp=drivesdk,"[""Debashis Basu""]"
11_03_2024_58,Truth in the AI era,https://drive.google.com/file/d/11h_x3forCm8vaRm2on5Wndb9uKPD3tvO/view?usp=drivesdk,"[""Ajit Balakrishnan""]"
11_03_2024_59,Is gold signalling a Trump victory?,https://drive.google.com/file/d/1InvujGvHvV3BYT7iZWv6T2USoL1KUCMk/view?usp=drivesdk,"[""Jamal Mecklai""]"
11_03_2024_60,Don't fix if it it's not broken,https://drive.google.com/file/d/1cozakutrW7Ugh0Tbg2yaoLbquZT2xhqJ/view?usp=drivesdk,"[""Nisha Kaur Uberoi""]"
12_03_2024_1,When dreams turn deadly,https://drive.google.com/file/d/1RBSwhj8jUNCAj4J9BtjLxh8Oq0rPLCFs/view?usp=drivesdk,"[""Divya Balan""]"
12_03_2024_2,Strikes on Pakistan,https://drive.google.com/file/d/1wxytR8kpHkGB9M2yrIv84zCndq8ioDUq/view?usp=drivesdk,"[""Bhopinder Singh""]"
12_03_2024_3,Foreign policy under Trump 2.0,https://drive.google.com/file/d/1rZ0G6l7iTzN10VdAD5EhDXaoTllMvZYu/view?usp=drivesdk,"[""Anonymous""]"
12_03_2024_4,Pakistan is no longer a priority for India,https://drive.google.com/file/d/1G_Lddz-Yf-SuZZRTmtalg7eWji6QI9vP/view?usp=drivesdk,"[""Harsha Kakar""]"
12_03_2024_5,Conservation techniques for sustainable farming,https://drive.google.com/file/d/1sc47TOY7MNWpxM7LFj1Z-z9pjJGTXt7y/view?usp=drivesdk,"[""Himanshu Verma""]"
12_03_2024_6,Educational traditions for future preparedness,https://drive.google.com/file/d/1l_dQIY0Lh0ks334d_kBA4cwCa7YFKODN/view?usp=drivesdk,"[""Vinayshil Gautam""]"
12_03_2024_7,India's semiconductor quest amid geopolitical dynamics,https://drive.google.com/file/d/1s2hkjFIoSJxSIQcbrT8Suh03rdJ1mJPS/view?usp=drivesdk,"[""Ishoo Ratna Srivastav""]"
12_03_2024_8,Empowering MSMEs through timely payments,https://drive.google.com/file/d/1Gj0UMW8XFdHqLPi-V4RH7jRdwyfHzwSR/view?usp=drivesdk,"[""Manoj Kumar Anand""]"
12_03_2024_9,Dumb down AI content,https://drive.google.com/file/d/119hKapIgYhv183cFYlsa8ojTKK7SCxPo/view?usp=drivesdk,"[""Rishi Raj""]"
12_03_2024_10,Have NPAs really declined?,https://drive.google.com/file/d/1Vsa-VuZ3c86hVow3zk0gVfsl_JIdEgzh/view?usp=drivesdk,"[""Furqan Qamar""]"
12_03_2024_11,Of authoritarianism and freedom: What the world is saying about today's India,https://drive.google.com/file/d/1Mx7cg7_cCmPYLjXpvCftCKxdG0OE_wOe/view?usp=drivesdk,"[""Aakar Patel""]"
12_03_2024_12,What India should expect from Shehbaz Sharif govt,https://drive.google.com/file/d/1kEr2saW0M6WaKVIEiV7HyuywIc0suKwl/view?usp=drivesdk,"[""Syed Ata Hasnain""]"
12_03_2024_13,Mutual funds versus bank deposits: Let's dispel myths,https://drive.google.com/file/d/1glBNlNLQUcI4uhd0FeeNoIu6GfDWxBPC/view?usp=drivesdk,"[""Soumya Kanti Ghosh"", ""Tapas Parida""]"
12_03_2024_14,Gender equality is a significant driver of all economic progress,https://drive.google.com/file/d/1D_xRPIfEkPCChCszIZ1E3-GTqD0oyPyB/view?usp=drivesdk,"[""Nadia Calvino"", ""Kristalina Georgieva""]"
12_03_2024_15,Chinese EV dominance is clear but should we worry?,https://drive.google.com/file/d/1PGPUx7qtOQZdUwkMpUK8cNsNT9c5ZY5c/view?usp=drivesdk,"[""Narayan Ramachandran""]"
12_03_2024_16,Leash laws for dogs can tell us plenty about human attitudes,https://drive.google.com/file/d/19OeqUtO6jK--gjHPlS5-3ihzLpgEr4Cy/view?usp=drivesdk,"[""Stephen L Carter""]"
12_03_2024_17,The India-EFTA trade deal: It is a win-win on various dimensions,https://drive.google.com/file/d/1bcq53Y-ngMKuzcGLzQgaqy1iCYhMelCQ/view?usp=drivesdk,"[""Rakesh Mohan Joshi""]"
12_03_2024_18,"Closing of the mind, the new model in higher edu",https://drive.google.com/file/d/1xXDL1hafJGNrBQg6DY4Hadha2MtD8cSI/view?usp=drivesdk,"[""Vrijendra""]"
12_03_2024_19,"In order to survive, India must shun hate",https://drive.google.com/file/d/1jxi2sC4W9dUT5NttF6fAf2-NxCmgKD1r/view?usp=drivesdk,"[""Ashutosh""]"
12_03_2024_20,Impact of population on Viksit Bharat goal,https://drive.google.com/file/d/1L84J1nYwnTo8ZM70GwucwkhOuUBk5Oxk/view?usp=drivesdk,"[""Ravi Prakash Tiwari""]"
12_03_2024_21,Empowering every Indian woman: recognise entrepreneurial spirit within,https://drive.google.com/file/d/14wGx-xKbZIl9uXz0tkdN927c_PQQ4EUW/view?usp=drivesdk,"[""Pritika Singh""]"
12_03_2024_22,Evolution of Election Commission of India,https://drive.google.com/file/d/1Ue-r9Wz6eSMLjUw8cVVAOVjdYxcEGiv2/view?usp=drivesdk,"[""Anonymous""]"
12_03_2024_23,Give all forms of Goan writing their due,https://drive.google.com/file/d/1lh-Baayugs34DQYgf_QZQ1XtWRxabr2I/view?usp=drivesdk,"[""Fredrick Noronha""]"
12_03_2024_24,Swelling slums,https://drive.google.com/file/d/12RhCP7UHqjrCenisXz2FGeGCZlRPddR9/view?usp=drivesdk,"[""Amit Baijnath Garg""]"
12_03_2024_25,Expediting the progress,https://drive.google.com/file/d/1J56SaAzRKn9FMp_auH_cQUSH2YNjtL4F/view?usp=drivesdk,"[""Ajay S Shriram""]"
12_03_2024_26,Long due decision,https://drive.google.com/file/d/1M_D5O8h2Z8g_pW4V3SScopy1kg5snWGE/view?usp=drivesdk,"[""Ashok Thakur""]"
12_03_2024_27,India's smart foreign policy game,https://drive.google.com/file/d/1FwvGXvfqn8AO6UN584Q7jMwUDuuhlPwM/view?usp=drivesdk,"[""Kritika Pandey""]"
12_03_2024_28,A tribe in the Western Ghats in need of a lifeline,https://drive.google.com/file/d/1O4TYplbOW2lUjAILlrjUMWkwXF911jVy/view?usp=drivesdk,"[""Madhusudan Bandi""]"
12_03_2024_29,Central transfers and the issue of shares of some States,https://drive.google.com/file/d/1FPyXNNe6Zg8294S85323ZectQ_rsL_7j/view?usp=drivesdk,"[""C Rangarajan"", ""D K Srivastava""]"
12_03_2024_30,Time to prohibit judges from joining politics,https://drive.google.com/file/d/11UfYVu_sK5aLQQPznQ2syHmO6FvWSJJx/view?usp=drivesdk,"[""Kaleeswaram Raj""]"
12_03_2024_31,Why did the top Court reject SBI's plea?,https://drive.google.com/file/d/18QGjHdnBBPwYrU_Qij49LaI9ZDoREcvr/view?usp=drivesdk,"[""Aaratrika Bhaumik""]"
12_03_2024_32,Understanding the basic principles of artificial intelligence,https://drive.google.com/file/d/1uZcgw1NNyK-LHmE9WpX8aTYcpOntgV--/view?usp=drivesdk,"[""Vasudevan Mukunth""]"
12_03_2024_33,SBI's difficulty in providing details on electoral bonds,https://drive.google.com/file/d/11LX7YMlaRR2DaxuqlKUlda6q3swje6S2/view?usp=drivesdk,"[""Shishir Sinha""]"
12_03_2024_34,Whistleblower as digital regulator?,https://drive.google.com/file/d/12y0vdvN8yxoRDHCRTYudwSoNtAeTe-ym/view?usp=drivesdk,"[""Reijul Sachdev"", ""V Sridhar""]"
12_03_2024_35,Societal pitfalls in women's empowerment,https://drive.google.com/file/d/1CVTgL-Enh8kFfHsSg7Ap8Q6l99fE9EkB/view?usp=drivesdk,"[""Mangaiyarkarasi J""]"
12_03_2024_36,All's not well on the rice front,https://drive.google.com/file/d/1nSIgyFCHVFCmrBLw58bl-SRcHT2bCGl9/view?usp=drivesdk,"[""Subramani Ra Mancombu""]"
12_03_2024_37,Biden's predicament,https://drive.google.com/file/d/1P6za8tG_LqDY-yWDNXTzrf9nHn4ob_HA/view?usp=drivesdk,"[""Sridhar Krishnaswami""]"
12_03_2024_38,Stock market valuations and Sebi,https://drive.google.com/file/d/1PRNgBaV39-DtXJ8UV1MonBOmFmXhzpV1/view?usp=drivesdk,"[""Gurbachan Singh""]"
12_03_2024_39,The Magnificent 7,https://drive.google.com/file/d/1P0HI2ag0snDvpOR8ngFMLKLEIMQjjt6g/view?usp=drivesdk,"[""Akash Prakash""]"
12_03_2024_40,Strategic message in building INS Jatayu,https://drive.google.com/file/d/1akO2Zeba7gqmU51j9zkmAEYDNt4XJ99B/view?usp=drivesdk,"[""Abhijit Singh""]"
12_03_2024_41,Court's questions on legislative privileges,https://drive.google.com/file/d/1KS7dSvLlFq_nkEevADrChzPa-zyejYPo/view?usp=drivesdk,"[""P D T Achary""]"
12_03_2024_42,Case for reforming private health care,https://drive.google.com/file/d/1zESssV11CbazHDIeYvMdTBtf_XAQ0Jqb/view?usp=drivesdk,"[""K Srinath Reddy""]"
12_03_2024_43,Memories and history,https://drive.google.com/file/d/1RgL_2hBI59msADs7rFW2KE5-V3tMxktK/view?usp=drivesdk,"[""Shubhra Gupta""]"
12_03_2024_44,EC's hour of reckoning,https://drive.google.com/file/d/1Fx--ZUUddq8iKGQlr2IOOX0HIBhEps9r/view?usp=drivesdk,"[""Ashok Lavasa""]"
12_03_2024_45,A new Assam,https://drive.google.com/file/d/1E1LqmPd7l25Hb5jWQMu48c-WYDOtmOPc/view?usp=drivesdk,"[""Himanta Biswa Sarma""]"
12_03_2024_46,"Justice delayed, empathy denied",https://drive.google.com/file/d/1xHkiwJdNV3V2GRsWrLMsI9OPQAKdRQFH/view?usp=drivesdk,"[""Ashwani Kumar""]"
12_03_2024_47,Moving to a better count,https://drive.google.com/file/d/1U10-dnbMQrwTQKAVapPWw-SWa_wRaL_H/view?usp=drivesdk,"[""C Rangarajan"", ""S Mahendra Dev""]"
12_03_2024_48,"Centre's pact with Tripura govt and TIPRA Motha: its terms, significance",https://drive.google.com/file/d/1qAIE1ePpFcGI_o8cOqb4TIx8h-SjGEVI/view?usp=drivesdk,"[""Debraj Deb""]"
12_03_2024_49,"One missile, many weapons",https://drive.google.com/file/d/18INmmY5KSfG0q_aEslKiJvTRkXjef41a/view?usp=drivesdk,"[""Amitabh Sinha""]"
12_03_2024_50,Why are the Academy awards called Oscars? Multiple answers,https://drive.google.com/file/d/1j6p9Hs7SUkdFMMX3JCLt3Fu8iWLUUlfr/view?usp=drivesdk,"[""Rishika Singh""]"
12_03_2024_51,CAA: issues in the legal challenge to the citizenship law,https://drive.google.com/file/d/1_CijMg6wGlfv3VWIOls1-w1kY2sSbkWQ/view?usp=drivesdk,"[""Apurva Vishwanath""]"
12_03_2024_52,When another CM tied up with the opposition,https://drive.google.com/file/d/1pCH-8Iy6oZqkbLE4kiBIKBQLIA21Ap7X/view?usp=drivesdk,"[""Sampad Patnaik""]"
12_03_2024_53,The shape of water woes to come,https://drive.google.com/file/d/1xuxNNXWognO3rybZ2iKunqQNnlZHkWlW/view?usp=drivesdk,"[""Harish Bijoor""]"
12_03_2024_54,Choice isn't always the best option,https://drive.google.com/file/d/12UjjhKnJ5udzR2d3r82-H2whufpbMqDw/view?usp=drivesdk,"[""Ateesh Tankha""]"
12_03_2024_55,Recreating creation,https://drive.google.com/file/d/1iTVdyPKZDFb-443JF8C6fItvnJno3NYd/view?usp=drivesdk,"[""Jai Arjun Singh""]"
12_03_2024_56,CAAN it deliver big for BJP in polls? Depends,https://drive.google.com/file/d/1Pr43bKsQaRvMd6jYHm5ZAbbQ6axIGFi5/view?usp=drivesdk,"[""Nandita Sengupta""]"
12_03_2024_57,Their notes before your votes,https://drive.google.com/file/d/13nz2tkkMSvpA2h4bY7sIUPR2DgAktfdr/view?usp=drivesdk,"[""Trilochan Sastry""]"
12_03_2024_58,The ossified American electoral system,https://drive.google.com/file/d/1qWJWxeByr38AX-dsRMh910rosKHXxUAQ/view?usp=drivesdk,"[""Manoj Joshi""]"
12_03_2024_59,"Despite dip in violence, India must keep its guard up in Jammu and Kashmir",https://drive.google.com/file/d/17gsBuQW_cyFKKK9KQ-0yvovEoMdMDDlq/view?usp=drivesdk,"[""S K Saini""]"
12_03_2024_60,Europe loath to learn from past disasters,https://drive.google.com/file/d/1iQzpLJ8Y-voFzS1o3B-u1CvEesWxDyu7/view?usp=drivesdk,"[""Abhijit Bhattacharya""]"
13_03_2024_1,A new sense of urbanisation that is dominating,https://drive.google.com/file/d/1ZW4C25VwkLZd4T979Bkbw2mIAp3QtFHV/view?usp=drivesdk,"[""Tikender Singh Panwar""]"
13_03_2024_2,"Intra-group caste variances, equality and the Court's gaze",https://drive.google.com/file/d/1SQOVToMa1aLtWvxXRhDDNu7LUMO3Xqi8/view?usp=drivesdk,"[""Suhrith Parthasarathy""]"
13_03_2024_3,"Khelo India: Perfect present, bright future",https://drive.google.com/file/d/1K6kIt-9IAgBNz5_KDmbC9XWE0rCNUEWe/view?usp=drivesdk,"[""Anurag Singh Thakur""]"
13_03_2024_4,How is nuclear waste generated?,https://drive.google.com/file/d/1c6GnHJPe1gCldbp8QhzpKNLTOK78oK5z/view?usp=drivesdk,"[""Vasudevan Mukunth""]"
13_03_2024_5,The Malayali diaspora's relief efforts during the Kerala floods,https://drive.google.com/file/d/1VOfLpDMVhcjU1ypOfiQ5AC7wDe23d1GV/view?usp=drivesdk,"[""Joan Sony Cherian""]"
13_03_2024_6,Q3 GDP spurt: Looking at the fineprint,https://drive.google.com/file/d/1wmdu5-ZShYjB5AndkL4N6GhB8vcustt-/view?usp=drivesdk,"[""Amarendu Nandy""]"
13_03_2024_7,RBI's role in financial innovation,https://drive.google.com/file/d/13sv_bhA5UXK5Of-1RXu9D3B5AKpBpG9_/view?usp=drivesdk,"[""B Sambamurthy""]"
13_03_2024_8,E-comm in fisheries,https://drive.google.com/file/d/1odA0eARplk-HWOUF4S2IhTjndJKLz8Q-/view?usp=drivesdk,"[""Saurabh Bandyopadhyay"", ""Laxmi Joshi""]"
13_03_2024_9,"Braving danger, for better pay",https://drive.google.com/file/d/12jMu44Kynm_BF3bO-7Pb26no7r4owt6l/view?usp=drivesdk,"[""Paran Balakrishnan""]"
13_03_2024_10,Why populism prospers,https://drive.google.com/file/d/1-seL2vZnWuKd4MiG_ooxCDNnpmVtCtJg/view?usp=drivesdk,"[""Rathin Roy""]"
13_03_2024_11,Waiting for the states,https://drive.google.com/file/d/1C3PPCvdj6qbXnEDG5JU-H3g3cBudTZ3u/view?usp=drivesdk,"[""A K Bhattacharya""]"
13_03_2024_12,Why there is a need for more women in STEM,https://drive.google.com/file/d/17Q0XSZI3kZr-vgIe2RQWp-eMUQLUDexo/view?usp=drivesdk,"[""Shailja Vaidya Gupta""]"
13_03_2024_13,"To save the WTO system, India must pick its fights",https://drive.google.com/file/d/1LDaIwWvgEpNAgUSESd6fJaRvp5V5IY9u/view?usp=drivesdk,"[""Anwarul Hoda""]"
13_03_2024_14,Behind Bengaluru's looming water thirst,https://drive.google.com/file/d/1p0qDCyXf3VZSeG_N64RWOLH7cT-wDKJ7/view?usp=drivesdk,"[""Janaki Nair""]"
13_03_2024_15,Fears of technological change are vastly exaggerated,https://drive.google.com/file/d/1UTQM_Qg9VGNgcfG5zaKurOx0EoW6qWi4/view?usp=drivesdk,"[""Rahul Matthan""]"
13_03_2024_16,Bitcoin's bounce holds a lesson for central banks,https://drive.google.com/file/d/1hJODROgPvMvTLvG6Yin9mNXNBaEiSBGD/view?usp=drivesdk,"[""Anonymous""]"
13_03_2024_17,Much more private credit would be required for fast GDP growth,https://drive.google.com/file/d/1dEJB3AhmDURCcKU7bRy66XAZnCt9r2jq/view?usp=drivesdk,"[""Santanu Sengupta""]"
13_03_2024_18,Cine paradox: When good films meet sloppy marketing,https://drive.google.com/file/d/1tYT6d9urDbCrgYGYUdCPrru6NJleTvQi/view?usp=drivesdk,"[""Saurabh Varma""]"
13_03_2024_19,Generative AI looks set to give advertising a credibility crisis,https://drive.google.com/file/d/1IJfAsKuFPo4rwj9CKc8hEbeX9eE6wTbn/view?usp=drivesdk,"[""Parmy Olson""]"
13_03_2024_20,Policy coordination could boost trans-Asia Pacific e-commerce,https://drive.google.com/file/d/1SzQGiNXsDLCZbWPDE1GiSdeqmeWcyOz6/view?usp=drivesdk,"[""Arpita Mukherjee"", ""Trishali Khanna""]"
13_03_2024_21,"In Sabarmati Asram redevelopment plan, stress on Gandhian ethos",https://drive.google.com/file/d/1uUQJMs4kQzPiTEHw9kSk0Az_8gVxawd5/view?usp=drivesdk,"[""Leena Misra""]"
13_03_2024_22,Fighting warming: when gases ae contraband,https://drive.google.com/file/d/1nHUq_--U2ADkcI00ybAt7T2ycjyk5o8x/view?usp=drivesdk,"[""Alind Chauhan""]"
13_03_2024_23,GI tags,https://drive.google.com/file/d/1JW5Z_c7UiiBgv11H4qQbZSvjab2WTm_k/view?usp=drivesdk,"[""Sukrita Baruah"", ""Sujit Bisoyi""]"
13_03_2024_24,"The CAA rules, unpacked",https://drive.google.com/file/d/1_PYfHtGIVvA_p3ZxM-P4AFltxthERHLo/view?usp=drivesdk,"[""Deeptiman Tiwary""]"
13_03_2024_25,Big little lies,https://drive.google.com/file/d/13jc1DG92ZWvuM06LtJhMYriOBPhTWssy/view?usp=drivesdk,"[""Sandip Roy""]"
13_03_2024_26,Welcome all,https://drive.google.com/file/d/1dTaU1NprXuOf_c2vyO4MV2OHZmGXRdTp/view?usp=drivesdk,"[""Indira Jaising""]"
13_03_2024_27,A long-awaited ghar wapsi,https://drive.google.com/file/d/1j-15VGxsJH3ZyxKEpQILWMdW4iDLG6hN/view?usp=drivesdk,"[""Guru Prakash""]"
13_03_2024_28,Bracing for Trump,https://drive.google.com/file/d/14rgI0mJRr7XLgsQ0DivqP9LKNVXgmzmM/view?usp=drivesdk,"[""C Raja Mohan""]"
13_03_2024_29,Not India's fight,https://drive.google.com/file/d/1QyMYZ-gFFSvdLRkiMeN4MLp4PCSzYfCE/view?usp=drivesdk,"[""Anita Inder Singh""]"
13_03_2024_30,Algorithms and the black-box,https://drive.google.com/file/d/1byAd-_Bizp-oG131h2a09TWZuaQ6xC8K/view?usp=drivesdk,"[""Siddharth Pai""]"
13_03_2024_31,Twin peaks: from Gandhi's charkha to Modi's chip,https://drive.google.com/file/d/15Jwj7FytZufQfGgPeYhPzW1zu74X0jiH/view?usp=drivesdk,"[""S Vaidhyasubramaniam""]"
13_03_2024_32,What the nation owes its first Prime Minister,https://drive.google.com/file/d/1oKlfWcqShgBs3CDfXYCHyZk-y18qxrJY/view?usp=drivesdk,"[""K M Chandrasekhar""]"
